Morphology_R,Morphology_H,Production_H,Production_R,UR,SR,simplify_delete_obstruent,simplify_delete_lateral,nasalize,lateralize,tensify,Type,notes,n,...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,JunctureType
,,,kulkv,lk-v,,,,,,,,,,10.0,119.0,155.0,575760.0,option_1,굵어,4.0,lC,high,Vowel,kulk,v,kulkv,0.0,,0.0,0.0,,lC+Vowel
,,,kxlna,lk-n,,,,,,,,,,11.0,146.0,95.0,575760.0,option_4,긁나,3.0,lC,low,Sonorant,kxlk,na,kxlkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,kxlkv,lk-v,,,,,,,,,,12.0,67.0,148.0,575760.0,option_1,긁어,3.0,lC,low,Vowel,kxlk,v,kxlkv,0.0,,0.0,0.0,,lC+Vowel
,,,kxlta,lk-t,,,,,,,,,,13.0,104.0,43.0,575760.0,option_5,긁다,3.0,lC,low,Obstruent,kxlk,ta,kxlkta,0.0,,0.0,1.0,,lC+Obstruent
,,,kxlda,lP-t,,,,,,,,,,14.0,125.0,118.0,575760.0,option_3,긆다,3.0,lC,nonce,Obstruent,kxlP,ta,kxlPta,1.0,,0.0,1.0,,lC+Obstruent
,,,kxlPv,lP-v,,,,,,,,,,15.0,123.0,64.0,575760.0,option_1,긆어,3.0,lC,nonce,Vowel,kxlP,v,kxlPv,0.0,,0.0,0.0,,lC+Vowel
,,,kxlPna,lP-n,,,,,,,,,,16.0,56.0,176.0,575760.0,option_2,긆나,3.0,lC,nonce,Sonorant,kxlP,na,kxlPna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nalka,lk-a,,,,,,,,,,17.0,63.0,140.0,575760.0,option_1,낡아,5.0,lC,high,Vowel,nalk,a,nalka,0.0,,0.0,0.0,,lC+Vowel
,,,nalda,lk-t,,,,,,,,,,18.0,51.0,55.0,575760.0,option_3,낡다,5.0,lC,high,Obstruent,nalk,ta,nalkta,1.0,,0.0,1.0,,lC+Obstruent
,,,nalkna,lk-n,,,,,,,,,,19.0,180.0,111.0,575760.0,option_2,낡나,5.0,lC,high,Sonorant,nalk,na,nalkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nalpa,lp-a,,,,,,,,,,20.0,2.0,29.0,575760.0,option_1,낣아,1.0,lC,nonce,Vowel,nalp,a,nalpa,0.0,,0.0,0.0,,lC+Vowel
,,,napna,lp-n,,,,,,,,,,21.0,50.0,83.0,575760.0,option_3,낣나,1.0,lC,nonce,Sonorant,nalp,na,nalpna,,0.0,1.0,0.0,0.0,lC+Sonorant
,,,nalpda,lp-t,,,,,,,,,,22.0,16.0,5.0,575760.0,option_2,낣다,1.0,lC,nonce,Obstruent,nalp,ta,nalpta,1.0,,0.0,0.0,,lC+Obstruent
,,,netta,T-t,,,,,,,,,,23.0,81.0,76.0,575760.0,option_1,냍다,3.0,C,nonce,Obstruent,neT,ta,neTta,0.0,,,,,C+Obstruent
,,,neTna,T-n,,,,,,,,,,24.0,25.0,1.0,575760.0,option_2,냍나,3.0,C,nonce,Sonorant,neT,na,neTna,,0.0,,,,C+Sonorant
,,,neTv,T-v,,,,,,,,,,25.0,55.0,15.0,575760.0,option_1,냍어,3.0,C,nonce,Vowel,neT,v,neTv,0.0,,,,,C+Vowel
,,,nvlna,lp-n,,,,,,,,,,26.0,131.0,85.0,575760.0,option_4,넓나,5.0,lC,high,Sonorant,nvlp,na,nvlpna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,nvlpv,lp-v,,,,,,,,,,27.0,101.0,35.0,575760.0,option_1,넓어,5.0,lC,high,Vowel,nvlp,v,nvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,nvlda,lp-t,,,,,,,,,,28.0,114.0,66.0,575760.0,option_3,넓다,5.0,lC,high,Obstruent,nvlp,ta,nvlpta,1.0,,0.0,1.0,,lC+Obstruent
,,,nukv,k-v,,,,,,,,,,29.0,59.0,127.0,575760.0,option_1,눅어,3.0,C,nonce,Vowel,nuk,v,nukv,0.0,,,,,C+Vowel
,,,nukta,k-t,,,,,,,,,,30.0,179.0,157.0,575760.0,option_1,눅다,3.0,C,nonce,Obstruent,nuk,ta,nukta,0.0,,,,,C+Obstruent
,,,nukna,k-n,,,,,,,,,,31.0,8.0,2.0,575760.0,option_2,눅나,3.0,C,nonce,Sonorant,nuk,na,nukna,,0.0,,,,C+Sonorant
,,,nxlkda,lk-t,,,,,,,,,,32.0,4.0,164.0,575760.0,option_2,늙다,5.0,lC,high,Obstruent,nxlk,ta,nxlkta,1.0,,0.0,0.0,,lC+Obstruent
,,,nxlkna,lk-n,,,,,,,,,,33.0,44.0,179.0,575760.0,option_2,늙나,5.0,lC,high,Sonorant,nxlk,na,nxlkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,nxlkv,lk-v,,,,,,,,,,34.0,110.0,44.0,575760.0,option_1,늙어,5.0,lC,high,Vowel,nxlk,v,nxlkv,0.0,,0.0,0.0,,lC+Vowel
,,,tvpta,lp-t,,,,,,,,,,35.0,48.0,113.0,575760.0,option_6,덟다,4.0,lC,nonce,Obstruent,tvlp,ta,tvlpta,0.0,,1.0,0.0,,lC+Obstruent
,,,tvlpv,lp-v,,,,,,,,,,36.0,129.0,18.0,575760.0,option_1,덟어,4.0,lC,nonce,Vowel,tvlp,v,tvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,tvlla,lp-n,,,,,,,,,,37.0,151.0,90.0,575760.0,option_5,덟나,4.0,lC,nonce,Sonorant,tvlp,na,tvlpna,,0.0,0.0,1.0,1.0,lC+Sonorant
,,,toka,k-a,,,,,,,,,,38.0,72.0,141.0,575760.0,option_1,독아,2.0,C,nonce,Vowel,tok,a,toka,0.0,,,,,C+Vowel
,,,tokta,k-t,,,,,,,,,,39.0,79.0,102.0,575760.0,option_1,독다,2.0,C,nonce,Obstruent,tok,ta,tokta,0.0,,,,,C+Obstruent
,,,tokna,k-n,,,,,,,,,,40.0,105.0,78.0,575760.0,option_2,독나,2.0,C,nonce,Sonorant,tok,na,tokna,,0.0,,,,C+Sonorant
,,,tupv,p-v,,,,,,,,,,41.0,26.0,63.0,575760.0,option_1,둡어,3.0,C,nonce,Vowel,tup,v,tupv,0.0,,,,,C+Vowel
,,,tupta,p-t,,,,,,,,,,42.0,66.0,165.0,575760.0,option_1,둡다,3.0,C,nonce,Obstruent,tup,ta,tupta,0.0,,,,,C+Obstruent
,,,tupna,p-n,,,,,,,,,,43.0,89.0,177.0,575760.0,option_2,둡나,3.0,C,nonce,Sonorant,tup,na,tupna,,0.0,,,,C+Sonorant
,,,txlkv,lk-v,,,,,,,,,,44.0,80.0,110.0,575760.0,option_1,듥어,2.0,lC,nonce,Vowel,txlk,v,txlkv,0.0,,0.0,0.0,,lC+Vowel
,,,txlda,lk-t,,,,,,,,,,45.0,132.0,54.0,575760.0,option_3,듥다,2.0,lC,nonce,Obstruent,txlk,ta,txlkta,1.0,,0.0,1.0,,lC+Obstruent
,,,txlna,lk-n,,,,,,,,,,46.0,87.0,150.0,575760.0,option_4,듥나,2.0,lC,nonce,Sonorant,txlk,na,txlkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,dvlda,lp-t,,,,,,,,,,47.0,118.0,144.0,575760.0,option_3,떫다,3.0,lC,low,Obstruent,dvlp,ta,dvlpta,1.0,,0.0,1.0,,lC+Obstruent
,,,dvlpna,lp-n,,,,,,,,,,48.0,121.0,122.0,575760.0,option_2,떫나,3.0,lC,low,Sonorant,dvlp,na,dvlpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,dvlpv,lp-v,,,,,,,,,,49.0,139.0,143.0,575760.0,option_1,떫어,3.0,lC,low,Vowel,dvlp,v,dvlpv,0.0,,0.0,0.0,,lC+Vowel
,,,makta,k-t,,,,,,,,,,50.0,57.0,56.0,575760.0,option_1,막다,5.0,C,high,Obstruent,mak,ta,makta,0.0,,,,,C+Obstruent
,,,maka,k-a,,,,,,,,,,51.0,174.0,50.0,575760.0,option_1,막아,5.0,C,high,Vowel,mak,a,maka,0.0,,,,,C+Vowel
,,,makna,k-n,,,,,,,,,,52.0,17.0,34.0,575760.0,option_2,막나,5.0,C,high,Sonorant,mak,na,makna,,0.0,,,,C+Sonorant
,,,malda,lk-t,,,,,,,,,,53.0,68.0,169.0,575760.0,option_3,맑다,5.0,lC,high,Obstruent,malk,ta,malkta,1.0,,0.0,1.0,,lC+Obstruent
,,,malkna,lk-n,,,,,,,,,,54.0,106.0,6.0,575760.0,option_2,맑나,5.0,lC,high,Sonorant,malk,na,malkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,malka,lk-a,,,,,,,,,,55.0,23.0,133.0,575760.0,option_1,맑아,5.0,lC,high,Vowel,malk,a,malka,0.0,,0.0,0.0,,lC+Vowel
,,,mvlna,lk-n,,,,,,,,,,56.0,127.0,25.0,575760.0,option_4,멁나,2.0,lC,nonce,Sonorant,mvlk,na,mvlkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,mvlkv,lk-v,,,,,,,,,,57.0,145.0,166.0,575760.0,option_1,멁어,2.0,lC,nonce,Vowel,mvlk,v,mvlkv,0.0,,0.0,0.0,,lC+Vowel
,,,mvlda,lk-t,,,,,,,,,,58.0,47.0,60.0,575760.0,option_3,멁다,2.0,lC,nonce,Obstruent,mvlk,ta,mvlkta,1.0,,0.0,1.0,,lC+Obstruent
,,,mukta,k-t,,,,,,,,,,59.0,91.0,33.0,575760.0,option_1,묵다,5.0,C,low,Obstruent,muk,ta,mukta,0.0,,,,,C+Obstruent
,,,mukv,k-v,,,,,,,,,,60.0,141.0,114.0,575760.0,option_1,묵어,5.0,C,low,Vowel,muk,v,mukv,0.0,,,,,C+Vowel
,,,mukna,k-n,,,,,,,,,,61.0,69.0,116.0,575760.0,option_2,묵나,5.0,C,low,Sonorant,muk,na,mukna,,0.0,,,,C+Sonorant
,,,mulkna,lk-n,,,,,,,,,,62.0,86.0,168.0,575760.0,option_2,묽나,2.0,lC,low,Sonorant,mulk,na,mulkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,mulkv,lk-v,,,,,,,,,,63.0,138.0,17.0,575760.0,option_1,묽어,2.0,lC,low,Vowel,mulk,v,mulkv,0.0,,0.0,0.0,,lC+Vowel
,,,mulda,lk-t,,,,,,,,,,64.0,58.0,137.0,575760.0,option_3,묽다,2.0,lC,low,Obstruent,mulk,ta,mulkta,1.0,,0.0,1.0,,lC+Obstruent
,,,paka,k-a,,,,,,,,,,65.0,172.0,19.0,575760.0,option_1,박아,5.0,C,high,Vowel,pak,a,paka,0.0,,,,,C+Vowel
,,,pakta,k-t,,,,,,,,,,66.0,7.0,115.0,575760.0,option_1,박다,5.0,C,high,Obstruent,pak,ta,pakta,0.0,,,,,C+Obstruent
,,,pakna,k-n,,,,,,,,,,67.0,168.0,65.0,575760.0,option_2,박나,5.0,C,high,Sonorant,pak,na,pakna,,0.0,,,,C+Sonorant
,,,palkta,lk-t,,,,,,,,,,68.0,85.0,27.0,575760.0,option_1,밝다,5.0,lC,high,Obstruent,palk,ta,palkta,0.0,,0.0,0.0,,lC+Obstruent
,,,palkna,lk-n,,,,,,,,,,69.0,15.0,171.0,575760.0,option_2,밝나,5.0,lC,high,Sonorant,palk,na,palkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,palka,lk-a,,,,,,,,,,70.0,52.0,105.0,575760.0,option_1,밝아,5.0,lC,high,Vowel,palk,a,palka,0.0,,0.0,0.0,,lC+Vowel
,,,palpna,lp-n,,,,,,,,,,71.0,120.0,71.0,575760.0,option_2,밟나,4.0,lC,high,Sonorant,palp,na,palpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,palpta,lp-t,,,,,,,,,,72.0,36.0,92.0,575760.0,option_1,밟다,4.0,lC,high,Obstruent,palp,ta,palpta,0.0,,0.0,0.0,,lC+Obstruent
,,,palpa,lp-a,,,,,,,,,,73.0,175.0,156.0,575760.0,option_1,밟아,4.0,lC,high,Vowel,palp,a,palpa,0.0,,0.0,0.0,,lC+Vowel
,,,penna,T-n,,,,,,,,,,74.0,38.0,89.0,575760.0,option_1,뱉나,5.0,C,low,Sonorant,peT,na,peTna,,1.0,,,,C+Sonorant
,,,peTv,T-v,,,,,,,,,,75.0,116.0,75.0,575760.0,option_1,뱉어,5.0,C,low,Vowel,peT,v,peTv,0.0,,,,,C+Vowel
,,,petta,T-t,,,,,,,,,,76.0,137.0,42.0,575760.0,option_1,뱉다,5.0,C,low,Obstruent,peT,ta,peTta,0.0,,,,,C+Obstruent
,,,pvpna,p-n,,,,,,,,,,77.0,111.0,82.0,575760.0,option_2,법나,1.0,C,nonce,Sonorant,kvp,na,kvpna,,0.0,,,,C+Sonorant
,,,pvpta,p-t,,,,,,,,,,78.0,33.0,31.0,575760.0,option_1,법다,1.0,C,nonce,Obstruent,kvp,ta,kvpta,0.0,,,,,C+Obstruent
,,,pulkv,lk-v,,,,,,,,,,79.0,124.0,174.0,575760.0,option_1,붉어,4.0,lC,high,Vowel,pulk,v,pulkv,0.0,,0.0,0.0,,lC+Vowel
,,,pulna,lk-n,,,,,,,,,,80.0,54.0,119.0,575760.0,option_4,붉나,4.0,lC,high,Sonorant,pulk,na,pulkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,pulta,lk-t,,,,,,,,,,81.0,165.0,91.0,575760.0,option_5,붉다,4.0,lC,high,Obstruent,pulk,ta,pulkta,0.0,,0.0,1.0,,lC+Obstruent
,,,pulna,lT-n,,,,,,,,,,82.0,21.0,48.0,575760.0,option_4,붍나,2.0,lC,nonce,Sonorant,pulT,na,pulTna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,pulda,lT-t,,,,,,,,,,83.0,46.0,180.0,575760.0,option_3,붍다,2.0,lC,nonce,Obstruent,pulT,ta,pulTta,1.0,,0.0,1.0,,lC+Obstruent
,,,bopna,p-n,,,,,,,,,,84.0,109.0,147.0,575760.0,option_2,뽑나,5.0,C,high,Sonorant,p*op,na,p*opna,,0.0,,,,C+Sonorant
,,,bopta,p-t,,,,,,,,,,85.0,92.0,99.0,575760.0,option_1,뽑다,5.0,C,high,Obstruent,p*op,ta,p*opta,0.0,,,,,C+Obstruent
,,,bopa,p-a,,,,,,,,,,86.0,65.0,41.0,575760.0,option_1,뽑아,5.0,C,high,Vowel,p*op,a,p*opa,0.0,,,,,C+Vowel
,,,sokna,k-n,,,,,,,,,,87.0,102.0,138.0,575760.0,option_2,속나,5.0,C,low,Sonorant,sok,na,sokna,,0.0,,,,C+Sonorant
,,,soka,k-a,,,,,,,,,,88.0,164.0,79.0,575760.0,option_1,속아,5.0,C,low,Vowel,sok,a,soka,0.0,,,,,C+Vowel
,,,sokta,k-t,,,,,,,,,,89.0,82.0,161.0,575760.0,option_1,속다,5.0,C,low,Obstruent,sok,ta,sokta,0.0,,,,,C+Obstruent
,,,sulda,lk-t,,,,,,,,,,90.0,10.0,159.0,575760.0,option_3,숡다,2.0,lC,nonce,Obstruent,sulk,ta,sulkta,1.0,,0.0,1.0,,lC+Obstruent
,,,sulkv,lk-v,,,,,,,,,,91.0,158.0,16.0,575760.0,option_1,숡어,2.0,lC,nonce,Vowel,sulk,v,sulkv,0.0,,0.0,0.0,,lC+Vowel
,,,sulkna,lk-n,,,,,,,,,,92.0,12.0,112.0,575760.0,option_2,숡나,2.0,lC,nonce,Sonorant,sulk,na,sulkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,sikta,k-t,,,,,,,,,,93.0,100.0,170.0,575760.0,option_1,식다,5.0,C,low,Obstruent,sik,ta,sikta,0.0,,,,,C+Obstruent
,,,sikv,k-v,,,,,,,,,,94.0,177.0,77.0,575760.0,option_1,식어,5.0,C,low,Vowel,sik,v,sikv,0.0,,,,,C+Vowel
,,,sikna,k-n,,,,,,,,,,95.0,150.0,167.0,575760.0,option_2,식나,5.0,C,low,Sonorant,sik,na,sikna,,0.0,,,,C+Sonorant
,,,Svkta,k-t,,,,,,,,,,96.0,152.0,49.0,575760.0,option_1,썩다,5.0,C,high,Obstruent,s*vk,ta,s*vkta,0.0,,,,,C+Obstruent
,,,Svkv,k-v,,,,,,,,,,97.0,122.0,126.0,575760.0,option_1,썩어,5.0,C,high,Vowel,s*vk,v,s*vkv,0.0,,,,,C+Vowel
,,,Svkna,k-n,,,,,,,,,,98.0,143.0,20.0,575760.0,option_2,썩나,5.0,C,high,Sonorant,s*vk,na,s*vkna,,0.0,,,,C+Sonorant
,,,Sipv,p-v,,,,,,,,,,99.0,34.0,162.0,575760.0,option_1,씹어,5.0,C,high,Vowel,s*ip,v,s*ipv,0.0,,,,,C+Vowel
,,,Sipta,p-t,,,,,,,,,,100.0,163.0,129.0,575760.0,option_1,씹다,5.0,C,high,Obstruent,s*ip,ta,s*ipta,0.0,,,,,C+Obstruent
,,,Sipna,p-n,,,,,,,,,,101.0,84.0,47.0,575760.0,option_2,씹나,5.0,C,high,Sonorant,s*ip,na,s*ipna,,0.0,,,,C+Sonorant
,,,alkna,lk-n,,,,,,,,,,102.0,167.0,132.0,575760.0,option_2,앍나,2.0,lC,nonce,Sonorant,alk,na,alkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,alda,lk-t,,,,,,,,,,103.0,88.0,160.0,575760.0,option_3,앍다,2.0,lC,nonce,Obstruent,alk,ta,alkta,1.0,,0.0,1.0,,lC+Obstruent
,,,alka,lk-a,,,,,,,,,,104.0,173.0,109.0,575760.0,option_1,앍아,2.0,lC,nonce,Vowel,alk,a,alka,0.0,,0.0,0.0,,lC+Vowel
,,,yalpa,lp-a,,,,,,,,,,105.0,157.0,8.0,575760.0,option_1,얇아,5.0,lC,low,Vowel,yalp,a,yalpa,0.0,,0.0,0.0,,lC+Vowel
,,,yalpna,lp-n,,,,,,,,,,106.0,31.0,11.0,575760.0,option_2,얇나,5.0,lC,low,Sonorant,yalp,na,yalpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,yalpta,lp-t,,,,,,,,,,107.0,178.0,134.0,575760.0,option_1,얇다,5.0,lC,low,Obstruent,yalp,ta,yalpta,0.0,,0.0,0.0,,lC+Obstruent
,,,yaTna,T-n,,,,,,,,,,108.0,73.0,173.0,575760.0,option_2,얕나,4.0,C,low,Sonorant,yaT,na,yaTna,,0.0,,,,C+Sonorant
,,,yatda,T-t,,,,,,,,,,109.0,149.0,67.0,575760.0,option_2,얕다,4.0,C,low,Obstruent,yaT,ta,yaTta,1.0,,,,,C+Obstruent
,,,vlkna,lk-n,,,,,,,,,,110.0,70.0,12.0,575760.0,option_2,얽나,4.0,lC,low,Sonorant,vlk,na,vlkna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,vlkv,lk-v,,,,,,,,,,111.0,155.0,153.0,575760.0,option_1,얽어,4.0,lC,low,Vowel,vlk,v,vlkv,0.0,,0.0,0.0,,lC+Vowel
,,,vlta,lk-t,,,,,,,,,,112.0,153.0,4.0,575760.0,option_5,얽다,4.0,lC,low,Obstruent,vlk,ta,vlkta,0.0,,0.0,1.0,,lC+Obstruent
,,,vpna,p-n,,,,,,,,,,113.0,61.0,59.0,575760.0,option_2,업나,4.0,C,low,Sonorant,vp,na,vpna,,0.0,,,,C+Sonorant
,,,vpv,p-v,,,,,,,,,,114.0,62.0,26.0,575760.0,option_1,업어,4.0,C,low,Vowel,vp,v,vpv,0.0,,,,,C+Vowel
,,,vpta,p-t,,,,,,,,,,115.0,126.0,107.0,575760.0,option_1,업다,4.0,C,low,Obstruent,vp,ta,vpta,0.0,,,,,C+Obstruent
,,,vpta,P-t,,,,,,,,,,116.0,41.0,158.0,575760.0,option_1,엎다,5.0,C,low,Obstruent,vP,ta,vPta,0.0,,,,,C+Obstruent
,,,vpna,P-n,,,,,,,,,,117.0,6.0,142.0,575760.0,option_2,엎나,5.0,C,low,Sonorant,vP,na,vPna,,0.0,,,,C+Sonorant
,,,vPv,P-v,,,,,,,,,,118.0,169.0,121.0,575760.0,option_1,엎어,5.0,C,low,Vowel,vP,v,vPv,0.0,,,,,C+Vowel
,,,jvlta,lp-t,,,,,,,,,,119.0,128.0,24.0,575760.0,option_5,엷다,3.0,lC,low,Obstruent,yvlp,ta,yvlpta,0.0,,0.0,1.0,,lC+Obstruent
,,,jvlpna,lp-n,,,,,,,,,,120.0,42.0,14.0,575760.0,option_2,엷나,3.0,lC,low,Sonorant,yvlp,na,yvlpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,jvlbv,lp-v,,,,,,,,,,121.0,40.0,73.0,575760.0,option_2,엷어,3.0,lC,low,Vowel,yvlp,v,yvlpv,1.0,,0.0,0.0,,lC+Vowel
,,,jvtta,T-t,,,,,,,,,,122.0,144.0,136.0,575760.0,option_1,옅다,2.0,C,low,Obstruent,yvT,ta,yvTta,0.0,,,,,C+Obstruent
,,,jvTna,T-n,,,,,,,,,,123.0,39.0,175.0,575760.0,option_2,옅나,2.0,C,low,Sonorant,yvT,na,yvTna,,0.0,,,,C+Sonorant
,,,upta,p-t,,,,,,,,,,124.0,160.0,45.0,575760.0,option_1,웁다,4.0,C,nonce,Obstruent,up,ta,upta,0.0,,,,,C+Obstruent
,,,upv,p-v,,,,,,,,,,125.0,77.0,106.0,575760.0,option_1,웁어,4.0,C,nonce,Vowel,up,v,upv,0.0,,,,,C+Vowel
,,,upna,p-n,,,,,,,,,,126.0,108.0,131.0,575760.0,option_2,웁나,4.0,C,nonce,Sonorant,up,na,upna,,0.0,,,,C+Sonorant
,,,xPna,lP-n,,,,,,,,,,127.0,3.0,38.0,575760.0,option_3,읊나,4.0,lC,low,Sonorant,xlP,na,xlPna,,0.0,1.0,0.0,0.0,lC+Sonorant
,,,xlPda,lP-t,,,,,,,,,,128.0,115.0,57.0,575760.0,option_2,읊다,4.0,lC,low,Obstruent,xlP,ta,xlPta,1.0,,0.0,0.0,,lC+Obstruent
,,,ikta,k-t,,,,,,,,,,129.0,97.0,81.0,575760.0,option_1,익다,5.0,C,low,Obstruent,ik,ta,ikta,0.0,,,,,C+Obstruent
,,,ikna,k-n,,,,,,,,,,130.0,96.0,145.0,575760.0,option_2,익나,5.0,C,low,Sonorant,ik,na,ikna,,0.0,,,,C+Sonorant
,,,ilta,lk-t,,,,,,,,,,131.0,170.0,135.0,575760.0,option_5,읽다,5.0,lC,high,Obstruent,ilk,ta,ilkta,0.0,,0.0,1.0,,lC+Obstruent
,,,ilna,lk-n,,,,,,,,,,132.0,130.0,40.0,575760.0,option_4,읽나,5.0,lC,high,Sonorant,ilk,na,ilkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,ilkv,lk-v,,,,,,,,,,133.0,148.0,152.0,575760.0,option_1,읽어,5.0,lC,high,Vowel,ilk,v,ilkv,0.0,,0.0,0.0,,lC+Vowel
,,,ipna,p-n,,,,,,,,,,134.0,134.0,58.0,575760.0,option_2,입나,5.0,C,high,Sonorant,ip,na,ipna,,0.0,,,,C+Sonorant
,,,ipv,p-v,,,,,,,,,,135.0,78.0,96.0,575760.0,option_1,입어,5.0,C,high,Vowel,ip,v,ipv,0.0,,,,,C+Vowel
,,,ipta,p-t,,,,,,,,,,136.0,94.0,178.0,575760.0,option_1,입다,5.0,C,high,Obstruent,ip,ta,ipta,0.0,,,,,C+Obstruent
,,,cakna,k-n,,,,,,,,,,137.0,99.0,80.0,575760.0,option_2,작나,5.0,C,high,Sonorant,cak,na,cakna,,0.0,,,,C+Sonorant
,,,caka,k-a,,,,,,,,,,138.0,5.0,130.0,575760.0,option_1,작아,5.0,C,high,Vowel,cak,a,caka,0.0,,,,,C+Vowel
,,,cakta,k-t,,,,,,,,,,139.0,162.0,46.0,575760.0,option_1,작다,5.0,C,high,Obstruent,cak,ta,cakta,0.0,,,,,C+Obstruent
,,,cvkna,k-n,,,,,,,,,,140.0,20.0,151.0,575760.0,option_2,적나,5.0,C,high,Sonorant,cvk,na,cvkna,,0.0,,,,C+Sonorant
,,,cvkta,k-t,,,,,,,,,,141.0,19.0,39.0,575760.0,option_1,적다,5.0,C,high,Obstruent,cvk,ta,cvkta,0.0,,,,,C+Obstruent
,,,cvpna,p-n,,,,,,,,,,142.0,95.0,128.0,575760.0,option_2,접나,5.0,C,high,Sonorant,cvp,na,cvpna,,0.0,,,,C+Sonorant
,,,cvpv,p-v,,,,,,,,,,143.0,14.0,74.0,575760.0,option_1,접어,5.0,C,high,Vowel,cvp,v,cvpv,0.0,,,,,C+Vowel
,,,cvpda,p-t,,,,,,,,,,144.0,9.0,139.0,575760.0,option_2,접다,5.0,C,high,Obstruent,cvp,ta,cvpta,1.0,,,,,C+Obstruent
,,,cikna,k-n,,,,,,,,,,145.0,113.0,88.0,575760.0,option_2,직나,2.0,C,nonce,Sonorant,cik,na,cikna,,0.0,,,,C+Sonorant
,,,cikta,k-t,,,,,,,,,,146.0,136.0,104.0,575760.0,option_1,직다,2.0,C,nonce,Obstruent,cik,ta,cikta,0.0,,,,,C+Obstruent
,,,cikv,k-v,,,,,,,,,,147.0,22.0,13.0,575760.0,option_1,직어,2.0,C,nonce,Vowel,cik,v,cikv,0.0,,,,,C+Vowel
,,,cilta,lk-t,,,,,,,,,,148.0,53.0,3.0,575760.0,option_5,짉다,3.0,lC,nonce,Obstruent,cilk,ta,cilkta,0.0,,0.0,1.0,,lC+Obstruent
,,,cilna,lk-n,,,,,,,,,,149.0,37.0,86.0,575760.0,option_4,짉나,3.0,lC,nonce,Sonorant,cilk,na,cilkna,,0.0,0.0,1.0,0.0,lC+Sonorant
,,,cipv,p-v,,,,,,,,,,150.0,142.0,97.0,575760.0,option_1,집어,5.0,C,high,Vowel,cip,v,cipv,0.0,,,,,C+Vowel
,,,cipna,p-n,,,,,,,,,,151.0,159.0,9.0,575760.0,option_2,집나,5.0,C,high,Sonorant,cip,na,cipna,,0.0,,,,C+Sonorant
,,,cipta,p-t,,,,,,,,,,152.0,71.0,10.0,575760.0,option_1,집다,5.0,C,high,Obstruent,cip,ta,cipta,0.0,,,,,C+Obstruent
,,,Jalpa,lp-a,,,,,,,,,,153.0,29.0,163.0,575760.0,option_1,짧아,5.0,lC,high,Vowel,Jalp,a,Jalpa,0.0,,0.0,0.0,,lC+Vowel
,,,Jalpna,lp-n,,,,,,,,,,154.0,98.0,100.0,575760.0,option_2,짧나,5.0,lC,high,Sonorant,Jalp,na,Jalpna,,0.0,0.0,0.0,0.0,lC+Sonorant
,,,Japta,lp-t,,,,,,,,,,155.0,18.0,37.0,575760.0,option_6,짧다,5.0,lC,high,Obstruent,Jalp,ta,Jalpta,0.0,,1.0,0.0,,lC+Obstruent
,,,Jikta,k-t,,,,,,,,,,156.0,140.0,103.0,575760.0,option_1,찍다,5.0,C,low,Obstruent,Jik,ta,Jikta,0.0,,,,,C+Obstruent
,,,Jikna,k-n,,,,,,,,,,157.0,112.0,98.0,575760.0,option_2,찍나,5.0,C,low,Sonorant,Jik,na,Jikna,,0.0,,,,C+Sonorant
,,,Jikv,k-v,,,,,,,,,,158.0,90.0,120.0,575760.0,option_1,찍어,5.0,C,low,Vowel,Jik,v,Jikv,0.0,,,,,C+Vowel
,,,Cakta,k-t,,,,,,,,,,159.0,76.0,108.0,575760.0,option_1,착다,2.0,C,nonce,Obstruent,Cak,ta,Cakta,0.0,,,,,C+Obstruent
,,,Cakna,k-n,,,,,,,,,,160.0,117.0,149.0,575760.0,option_2,착나,2.0,C,nonce,Sonorant,Cak,na,Cakna,,0.0,,,,C+Sonorant
