...1,Trial_Nr,Trial_Id,Exp_Subject_Id,OptionChosen,TargetWord,knowledge,StemType,Frequency,AffixInitialSegment,Stem_romanization,Affix_romanization,Word_romanization,Tensification,Nasalization,L_deletion,C_deletion,Lateralization,UR,JunctureType,Production_R,predicted
213,165,169,578698,option_2,듥나,2,lC,nonce,Sonorant,txlk,na,txlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,txlkna,txNna
214,158,7,578698,option_1,듥어,2,lC,nonce,Vowel,txlk,v,txlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,txlkv,txlkv
215,86,15,578698,option_2,듥다,2,lC,nonce,Obstruent,txlk,ta,txlkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,txlkda,txlkda
216,23,72,578698,option_2,떫나,5,lC,low,Sonorant,dvlp,na,dvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,dvlpna,dvlpna
217,131,26,578698,option_1,떫어,5,lC,low,Vowel,dvlp,v,dvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,dvlpv,dvlpv
218,37,98,578698,option_2,떫다,5,lC,low,Obstruent,dvlp,ta,dvlpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,dvlpda,dvlda
219,19,156,578698,option_1,막아,5,C,high,Vowel,mak,a,maka,0.0,,,,,k-a,C+Vowel,maka,maka
220,52,68,578698,option_1,막나,5,C,high,Sonorant,mak,na,makna,,1.0,,,,k-n,C+Sonorant,maNna,maNna
221,106,44,578698,option_2,막다,5,C,high,Obstruent,mak,ta,makta,1.0,,,,,k-t,C+Obstruent,makda,makda
222,60,178,578698,option_4,맑나,5,lC,high,Sonorant,malk,na,malkna,,0.0,0.0,1.0,0.0,lk-n,lC+Sonorant,malna,malnka
223,20,84,578698,option_1,맑아,5,lC,high,Vowel,malk,a,malka,0.0,,0.0,0.0,,lk-a,lC+Vowel,malka,malga
224,169,161,578698,option_3,맑다,5,lC,high,Obstruent,malk,ta,malkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,malda,malkda
225,66,94,578698,option_1,멁어,5,lC,nonce,Vowel,mvlk,v,mvlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,mvlkv,mvlkv
226,28,42,578698,option_3,멁다,5,lC,nonce,Obstruent,mvlk,ta,mvlkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,mvlda,mvlkda
227,84,63,578698,option_2,멁나,5,lC,nonce,Sonorant,mvlk,na,mvlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,mvlkna,mvkna
228,164,21,578698,option_1,묵나,5,C,low,Sonorant,muk,na,mukna,,1.0,,,,k-n,C+Sonorant,muNna,mukna
229,111,177,578698,option_1,묵어,5,C,low,Vowel,muk,v,mukv,0.0,,,,,k-v,C+Vowel,mukv,mukv
230,65,175,578698,option_2,묵다,5,C,low,Obstruent,muk,ta,mukta,1.0,,,,,k-t,C+Obstruent,mukda,mukda
231,123,146,578698,option_2,묽다,5,lC,low,Obstruent,mulk,ta,mulkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,mulkda,mulkda
232,148,8,578698,option_4,묽나,5,lC,low,Sonorant,mulk,na,mulkna,,0.0,0.0,1.0,0.0,lk-n,lC+Sonorant,mulna,mukna
233,177,69,578698,option_1,묽어,5,lC,low,Vowel,mulk,v,mulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,mulkv,mulkv
234,168,135,578698,option_1,박아,5,C,high,Vowel,pak,a,paka,0.0,,,,,k-a,C+Vowel,paka,paka
235,13,34,578698,option_2,박다,5,C,high,Obstruent,pak,ta,pakta,1.0,,,,,k-t,C+Obstruent,pakda,pakda
236,175,180,578698,option_1,박나,5,C,high,Sonorant,pak,na,pakna,,1.0,,,,k-n,C+Sonorant,paNna,panka
237,49,76,578698,option_1,밝아,5,lC,high,Vowel,palk,a,palka,0.0,,0.0,0.0,,lk-a,lC+Vowel,palka,palka
238,80,144,578698,option_3,밝다,5,lC,high,Obstruent,palk,ta,palkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,palda,palda
239,74,88,578698,option_4,밝나,5,lC,high,Sonorant,palk,na,palkna,,0.0,0.0,1.0,0.0,lk-n,lC+Sonorant,palna,palkna
240,137,59,578698,option_2,밟나,5,lC,high,Sonorant,palp,na,palpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,palpna,palpna
241,24,154,578698,option_2,밟다,5,lC,high,Obstruent,palp,ta,palpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,palpda,palda
242,126,112,578698,option_1,밟아,5,lC,high,Vowel,palp,a,palpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,palpa,palpa
243,1,79,578698,option_1,뱉어,5,C,low,Vowel,peT,v,peTv,0.0,,,,,T-v,C+Vowel,peTv,petdv
244,50,31,578698,option_2,뱉다,5,C,low,Obstruent,peT,ta,peTta,1.0,,,,,T-t,C+Obstruent,petda,petda
245,30,174,578698,option_1,뱉나,5,C,low,Sonorant,peT,na,peTna,,1.0,,,,T-n,C+Sonorant,penna,petna
246,118,48,578698,option_1,법어,1,C,nonce,Vowel,kvp,v,kvpv,0.0,,,,,p-v,C+Vowel,pvpv,kvpv
247,166,163,578698,option_2,법나,1,C,nonce,Sonorant,kvp,na,kvpna,,0.0,,,,p-n,C+Sonorant,pvpna,kvpna
248,68,6,578698,option_2,법다,1,C,nonce,Obstruent,kvp,ta,kvpta,1.0,,,,,p-t,C+Obstruent,pvpda,kvpda
249,38,16,578698,option_2,붉다,5,lC,high,Obstruent,pulk,ta,pulkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,pulkda,pulda
250,115,120,578698,option_4,붉나,5,lC,high,Sonorant,pulk,na,pulkna,,0.0,0.0,1.0,0.0,lk-n,lC+Sonorant,pulna,pulkna
251,150,166,578698,option_1,붉어,5,lC,high,Vowel,pulk,v,pulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,pulkv,pulkv
252,151,62,578698,option_1,붍어,1,lC,nonce,Vowel,pulT,v,pulTv,0.0,,0.0,0.0,,lT-v,lC+Vowel,pulTv,pulkv
253,133,142,578698,option_2,붍나,1,lC,nonce,Sonorant,pulT,na,pulTna,,0.0,0.0,0.0,0.0,lT-n,lC+Sonorant,pulTna,pulkna
254,22,17,578698,option_3,붍다,1,lC,nonce,Obstruent,pulT,ta,pulTta,1.0,,0.0,1.0,,lT-t,lC+Obstruent,pulda,pulda
255,180,12,578698,option_2,뽑다,5,C,high,Obstruent,p*op,ta,p*opta,1.0,,,,,p-t,C+Obstruent,bopda,popda
256,161,67,578698,option_1,뽑아,5,C,high,Vowel,p*op,a,p*opa,0.0,,,,,p-a,C+Vowel,bopa,popapa
257,134,58,578698,option_2,뽑나,5,C,high,Sonorant,p*op,na,p*opna,,0.0,,,,p-n,C+Sonorant,bopna,popna
258,173,99,578698,option_1,속나,5,C,low,Sonorant,sok,na,sokna,,1.0,,,,k-n,C+Sonorant,soNna,*soNa
259,67,87,578698,option_1,속아,5,C,low,Vowel,sok,a,soka,0.0,,,,,k-a,C+Vowel,soka,sokga
260,171,105,578698,option_2,속다,5,C,low,Obstruent,sok,ta,sokta,1.0,,,,,k-t,C+Obstruent,sokda,sokda
261,40,71,578698,option_1,숡어,1,lC,nonce,Vowel,sulk,v,sulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,sulkv,sulkv
262,174,9,578698,option_3,숡다,1,lC,nonce,Obstruent,sulk,ta,sulkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,sulda,sulkda
263,61,119,578698,option_1,숡나,1,lC,nonce,Sonorant,sulk,na,sulkna,,1.0,1.0,0.0,0.0,lk-n,lC+Sonorant,suNna,*sumna
264,72,133,578698,option_1,식나,5,C,low,Sonorant,sik,na,sikna,,1.0,,,,k-n,C+Sonorant,siNna,sikna
265,81,100,578698,option_2,식다,5,C,low,Obstruent,sik,ta,sikta,1.0,,,,,k-t,C+Obstruent,sikda,sikda
266,179,115,578698,option_1,식어,5,C,low,Vowel,sik,v,sikv,0.0,,,,,k-v,C+Vowel,sikv,sikv
267,147,45,578698,option_1,썩나,5,C,high,Sonorant,s*vk,na,s*vkna,,1.0,,,,k-n,C+Sonorant,SvNna,*svkga
268,21,93,578698,option_2,썩다,5,C,high,Obstruent,s*vk,ta,s*vkta,1.0,,,,,k-t,C+Obstruent,Svkda,svkda
269,116,22,578698,option_1,썩어,5,C,high,Vowel,s*vk,v,s*vkv,0.0,,,,,k-v,C+Vowel,Svkv,svkgv
270,27,10,578698,option_1,씹나,5,C,high,Sonorant,s*ip,na,s*ipna,,1.0,,,,p-n,C+Sonorant,Simna,*sipna
271,127,145,578698,option_1,씹어,5,C,high,Vowel,s*ip,v,s*ipv,0.0,,,,,p-v,C+Vowel,Sipv,sipv
272,112,104,578698,option_2,씹다,5,C,high,Obstruent,s*ip,ta,s*ipta,1.0,,,,,p-t,C+Obstruent,Sipda,sipda
273,140,80,578698,option_2,앍다,5,lC,nonce,Obstruent,alk,ta,alkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,alkda,alda
274,2,147,578698,option_2,앍나,5,lC,nonce,Sonorant,alk,na,alkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,alkna,alna
275,170,108,578698,option_1,앍아,5,lC,nonce,Vowel,alk,a,alka,0.0,,0.0,0.0,,lk-a,lC+Vowel,alka,alga
276,45,107,578698,option_6,얇나,5,lC,low,Sonorant,yalp,na,yalpna,,1.0,0.0,0.0,0.0,lp-n,lC+Sonorant,yalmna,yalpna
277,48,56,578698,option_1,얇아,5,lC,low,Vowel,yalp,a,yalpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,yalpa,yalpa
278,149,170,578698,option_3,얇다,5,lC,low,Obstruent,yalp,ta,yalpta,1.0,,0.0,1.0,,lp-t,lC+Obstruent,yalda,yalda
279,79,53,578698,option_2,얕다,5,C,low,Obstruent,yaT,ta,yaTta,1.0,,,,,T-t,C+Obstruent,yatda,yatda
280,57,111,578698,option_1,얕나,5,C,low,Sonorant,yaT,na,yaTna,,1.0,,,,T-n,C+Sonorant,yanna,yaNna
281,172,47,578698,option_1,얕아,5,C,low,Vowel,yaT,a,yaTa,0.0,,,,,T-a,C+Vowel,yaTa,yatda
282,8,132,578698,option_2,얽다,5,lC,low,Obstruent,vlk,ta,vlkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,vlkda,vlda
283,25,114,578698,option_2,얽나,5,lC,low,Sonorant,vlk,na,vlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,vlkna,vlkna
284,92,129,578698,option_1,얽어,5,lC,low,Vowel,vlk,v,vlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,vlkv,vlkv
285,105,92,578698,option_2,업다,5,C,low,Obstruent,vp,ta,vpta,1.0,,,,,p-t,C+Obstruent,vpda,vpda
286,121,78,578698,option_2,업나,5,C,low,Sonorant,vp,na,vpna,,0.0,,,,p-n,C+Sonorant,vpna,vpan
287,125,109,578698,option_1,업어,5,C,low,Vowel,vp,v,vpv,0.0,,,,,p-v,C+Vowel,vpv,vpv
288,87,138,578698,option_2,엎나,5,C,low,Sonorant,vP,na,vPna,,0.0,,,,P-n,C+Sonorant,vpna,vpna
289,18,33,578698,option_2,엎다,5,C,low,Obstruent,vP,ta,vPta,1.0,,,,,P-t,C+Obstruent,vpda,vpda
290,42,66,578698,option_1,엎어,5,C,low,Vowel,vP,v,vPv,0.0,,,,,P-v,C+Vowel,vPv,vpv
291,176,70,578698,option_3,엷다,4,lC,low,Obstruent,yvlp,ta,yvlpta,1.0,,0.0,1.0,,lp-t,lC+Obstruent,jvlda,yvlda
292,136,149,578698,option_1,엷어,4,lC,low,Vowel,yvlp,v,yvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,jvlpv,yvlpv
293,141,20,578698,option_6,엷나,4,lC,low,Sonorant,yvlp,na,yvlpna,,1.0,0.0,0.0,0.0,lp-n,lC+Sonorant,jvlmna,yvlpna
294,54,148,578698,option_2,옅다,5,C,low,Obstruent,yvT,ta,yvTta,1.0,,,,,T-t,C+Obstruent,jvtda,yvtda
295,73,35,578698,option_2,옅나,5,C,low,Sonorant,yvT,na,yvTna,,0.0,,,,T-n,C+Sonorant,jvTna,yvtda
296,70,150,578698,option_1,옅어,5,C,low,Vowel,yvT,v,yvTv,0.0,,,,,T-v,C+Vowel,jvTv,yvtdv
297,145,176,578698,option_1,웁어,4,C,nonce,Vowel,up,v,upv,0.0,,,,,p-v,C+Vowel,upv,upv
298,152,118,578698,option_2,웁나,4,C,nonce,Sonorant,up,na,upna,,0.0,,,,p-n,C+Sonorant,upna,upna
299,76,162,578698,option_2,웁다,4,C,nonce,Obstruent,up,ta,upta,1.0,,,,,p-t,C+Obstruent,upda,upda
300,12,171,578698,option_2,읊나,5,lC,low,Sonorant,xlP,na,xlPna,,0.0,0.0,0.0,0.0,lP-n,lC+Sonorant,xlPna,xNna
301,51,136,578698,option_1,읊어,5,lC,low,Vowel,xlP,v,xlPv,0.0,,0.0,0.0,,lP-v,lC+Vowel,xlPv,xlpv
302,101,90,578698,option_3,읊다,5,lC,low,Obstruent,xlP,ta,xlPta,1.0,,0.0,1.0,,lP-t,lC+Obstruent,xlda,xlda
303,139,137,578698,option_1,익나,5,C,low,Sonorant,ik,na,ikna,,1.0,,,,k-n,C+Sonorant,iNna,ikna
304,4,49,578698,option_1,익어,5,C,low,Vowel,ik,v,ikv,0.0,,,,,k-v,C+Vowel,ikv,ikv
305,15,29,578698,option_2,익다,5,C,low,Obstruent,ik,ta,ikta,1.0,,,,,k-t,C+Obstruent,ikda,ikda
306,119,157,578698,option_2,읽다,5,lC,high,Obstruent,ilk,ta,ilkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,ilkda,ilda
307,41,172,578698,option_3,읽나,5,lC,high,Sonorant,ilk,na,ilkna,,0.0,1.0,0.0,0.0,lk-n,lC+Sonorant,ikna,ilna
308,62,24,578698,option_1,읽어,5,lC,high,Vowel,ilk,v,ilkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,ilkv,ilkv
309,129,18,578698,option_1,입나,5,C,high,Sonorant,ip,na,ipna,,1.0,,,,p-n,C+Sonorant,imna,ipna
310,97,85,578698,option_1,입어,5,C,high,Vowel,ip,v,ipv,0.0,,,,,p-v,C+Vowel,ipv,ipv
311,135,77,578698,option_1,입다,5,C,high,Obstruent,ip,ta,ipta,0.0,,,,,p-t,C+Obstruent,ipta,ipda
312,88,131,578698,option_1,작아,5,C,high,Vowel,cak,a,caka,0.0,,,,,k-a,C+Vowel,caka,cakga
313,69,61,578698,option_1,작나,5,C,high,Sonorant,cak,na,cakna,,1.0,,,,k-n,C+Sonorant,caNna,cakna
314,110,23,578698,option_2,작다,5,C,high,Obstruent,cak,ta,cakta,1.0,,,,,k-t,C+Obstruent,cakda,cakda
315,130,74,578698,option_1,적어,5,C,high,Vowel,cvk,v,cvkv,0.0,,,,,k-v,C+Vowel,cvkv,cvkv
316,156,4,578698,option_2,적나,5,C,high,Sonorant,cvk,na,cvkna,,0.0,,,,k-n,C+Sonorant,cvkna,cvkna
317,63,121,578698,option_2,적다,5,C,high,Obstruent,cvk,ta,cvkta,1.0,,,,,k-t,C+Obstruent,cvkda,cvkda
318,102,152,578698,option_1,접어,5,C,high,Vowel,cvp,v,cvpv,0.0,,,,,p-v,C+Vowel,cvpv,cvpv
319,75,19,578698,option_2,접나,5,C,high,Sonorant,cvp,na,cvpna,,0.0,,,,p-n,C+Sonorant,cvpna,cvpna
320,90,127,578698,option_2,접다,5,C,high,Obstruent,cvp,ta,cvpta,1.0,,,,,p-t,C+Obstruent,cvpda,cvpda
321,132,125,578698,option_1,직나,1,C,nonce,Sonorant,cik,na,cikna,,1.0,,,,k-n,C+Sonorant,ciNna,cikna
322,34,40,578698,option_2,직다,1,C,nonce,Obstruent,cik,ta,cikta,1.0,,,,,k-t,C+Obstruent,cikda,cikda
323,98,39,578698,option_1,직어,1,C,nonce,Vowel,cik,v,cikv,0.0,,,,,k-v,C+Vowel,cikv,cikv
324,10,1,578698,option_2,짉다,2,lC,nonce,Obstruent,cilk,ta,cilkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,cilkda,cilda
325,120,134,578698,option_2,짉나,2,lC,nonce,Sonorant,cilk,na,cilkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,cilkna,cilkna
326,104,30,578698,option_4,짉어,2,lC,nonce,Vowel,cilk,v,cilkv,0.0,,1.0,0.0,,lk-v,lC+Vowel,cikv,cilkv
327,64,38,578698,option_1,집나,5,C,high,Sonorant,cip,na,cipna,,1.0,,,,p-n,C+Sonorant,cimna,cipna
328,46,13,578698,option_2,집다,5,C,high,Obstruent,cip,ta,cipta,1.0,,,,,p-t,C+Obstruent,cipda,cipda
329,29,165,578698,option_1,짧아,5,lC,high,Vowel,Jalp,a,Jalpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,Jalpa,Jalpa
330,143,106,578698,option_4,짧나,5,lC,high,Sonorant,Jalp,na,Jalpna,,0.0,0.0,1.0,0.0,lp-n,lC+Sonorant,Jalna,Jalpna
331,55,37,578698,option_2,짧다,5,lC,high,Obstruent,Jalp,ta,Jalpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,Jalpda,Jalda
332,14,11,578698,option_2,찍다,5,C,low,Obstruent,Jik,ta,Jikta,1.0,,,,,k-t,C+Obstruent,Jikda,Jikda
333,107,36,578698,option_1,찍어,5,C,low,Vowel,Jik,v,Jikv,0.0,,,,,k-v,C+Vowel,Jikv,Jikv
334,117,164,578698,option_1,찍나,5,C,low,Sonorant,Jik,na,Jikna,,1.0,,,,k-n,C+Sonorant,JiNna,Jikna
335,33,32,578698,option_1,착아,2,C,nonce,Vowel,Cak,a,Caka,0.0,,,,,k-a,C+Vowel,Caka,Caka
336,153,167,578698,option_2,착다,2,C,nonce,Obstruent,Cak,ta,Cakta,1.0,,,,,k-t,C+Obstruent,Cakda,Cakda
337,128,2,578698,option_2,착나,2,C,nonce,Sonorant,Cak,na,Cakna,,0.0,,,,k-n,C+Sonorant,Cakna,Cakna
338,71,155,578698,option_2,톱다,1,C,nonce,Obstruent,Top,ta,Topta,1.0,,,,,p-t,C+Obstruent,Topda,topda
339,17,81,578698,option_1,톱아,1,C,nonce,Vowel,Top,a,Topa,0.0,,,,,p-a,C+Vowel,Topa,topa
340,113,51,578698,option_1,톱나,1,C,nonce,Sonorant,Top,na,Topna,,1.0,,,,p-n,C+Sonorant,Tomna,topna
341,7,126,578698,option_2,핥나,5,lC,low,Sonorant,halT,na,halTna,,0.0,0.0,0.0,0.0,lT-n,lC+Sonorant,halTna,halpna
342,157,14,578698,option_3,핥다,5,lC,low,Obstruent,halT,ta,halTta,1.0,,0.0,1.0,,lT-t,lC+Obstruent,halda,halda
343,109,158,578698,option_1,핥아,5,lC,low,Vowel,halT,a,halTa,0.0,,0.0,0.0,,lT-a,lC+Vowel,halTa,halga
344,162,123,578698,option_1,훑어,5,lC,low,Vowel,hulT,v,hulTv,0.0,,0.0,0.0,,lT-v,lC+Vowel,hulTv,hulkv
345,6,96,578698,option_2,훑나,5,lC,low,Sonorant,hulT,na,hulTna,,0.0,0.0,0.0,0.0,lT-n,lC+Sonorant,hulTna,hulpna
346,155,110,578698,option_3,훑다,5,lC,low,Obstruent,hulT,ta,hulTta,1.0,,0.0,1.0,,lT-t,lC+Obstruent,hulda,hulda
347,75,98,592117,option_1,갉나,5,lC,low,Sonorant,kalk,na,kalkna,,1.0,1.0,0.0,0.0,lk-n,lC+Sonorant,kaNna,kalna
348,107,125,592117,option_1,갉아,5,lC,low,Vowel,kalk,a,kalka,0.0,,0.0,0.0,,lk-a,lC+Vowel,kalka,kalga
349,20,41,592117,option_3,갉다,5,lC,low,Obstruent,kalk,ta,kalkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,kalda,kalda
350,39,174,592117,option_1,겊어,3,C,nonce,Vowel,kvP,v,kvPv,0.0,,,,,P-v,C+Vowel,kvPv,kvpdv
351,126,119,592117,option_1,겊나,3,C,nonce,Sonorant,kvP,na,kvPna,,1.0,,,,P-n,C+Sonorant,kvmna,kvpna
352,102,15,592117,option_2,겊다,3,C,nonce,Obstruent,kvP,ta,kvPta,1.0,,,,,P-t,C+Obstruent,kvpda,kvpda
353,78,86,592117,option_2,겳다,1,lC,nonce,Obstruent,kjvlp,ta,kjvlpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,kyvlpda,kilvpda
354,6,36,592117,option_2,겳나,1,lC,nonce,Sonorant,kjvlp,na,kjvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,kyvlpna,kvlpna
355,99,102,592117,option_1,겳어,1,lC,nonce,Vowel,kjvlp,v,kjvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,kyvlpv,kilvpv
356,10,38,592117,option_3,굵다,5,lC,high,Obstruent,kulk,ta,kulkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,kulda,kulda
357,119,93,592117,option_3,굵나,5,lC,high,Sonorant,kulk,na,kulkna,,0.0,1.0,0.0,0.0,lk-n,lC+Sonorant,kukna,kulna
358,71,4,592117,option_1,굵어,5,lC,high,Vowel,kulk,v,kulkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,kulkv,kulkv
359,122,101,592117,option_1,긁어,5,lC,low,Vowel,kxlk,v,kxlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,kxlkv,kxlkv
360,70,159,592117,option_3,긁나,5,lC,low,Sonorant,kxlk,na,kxlkna,,0.0,1.0,0.0,0.0,lk-n,lC+Sonorant,kxkna,kxNna
361,61,81,592117,option_3,긁다,5,lC,low,Obstruent,kxlk,ta,kxlkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,kxlda,kxlda
362,159,160,592117,option_1,긆어,4,lC,nonce,Vowel,kxlP,v,kxlPv,0.0,,0.0,0.0,,lP-v,lC+Vowel,kxlPv,kxlpv
363,32,74,592117,option_2,긆다,4,lC,nonce,Obstruent,kxlP,ta,kxlPta,1.0,,0.0,0.0,,lP-t,lC+Obstruent,kxlPda,kxlda
364,145,20,592117,option_2,긆나,4,lC,nonce,Sonorant,kxlP,na,kxlPna,,0.0,0.0,0.0,0.0,lP-n,lC+Sonorant,kxlPna,kxlpna
365,38,163,592117,option_3,낡다,5,lC,high,Obstruent,nalk,ta,nalkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,nalda,nalda
366,49,54,592117,option_1,낡아,5,lC,high,Vowel,nalk,a,nalka,0.0,,0.0,0.0,,lk-a,lC+Vowel,nalka,nalga
367,148,129,592117,option_2,낡나,5,lC,high,Sonorant,nalk,na,nalkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,nalkna,nalnka
368,136,103,592117,option_3,낣다,1,lC,nonce,Obstruent,nalp,ta,nalpta,1.0,,0.0,1.0,,lp-t,lC+Obstruent,nalda,nalda
369,46,122,592117,option_1,낣아,1,lC,nonce,Vowel,nalp,a,nalpa,0.0,,0.0,0.0,,lp-a,lC+Vowel,nalpa,nalpa
370,171,175,592117,option_2,낣나,1,lC,nonce,Sonorant,nalp,na,nalpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,nalpna,nalpna
371,151,49,592117,option_1,냍나,1,C,nonce,Sonorant,neT,na,neTna,,1.0,,,,T-n,C+Sonorant,nenna,netda
372,124,61,592117,option_2,냍다,1,C,nonce,Obstruent,neT,ta,neTta,1.0,,,,,T-t,C+Obstruent,netda,netda
373,146,172,592117,option_1,냍어,1,C,nonce,Vowel,neT,v,neTv,0.0,,,,,T-v,C+Vowel,neTv,netgv
374,62,134,592117,option_4,넓나,5,lC,high,Sonorant,nvlp,na,nvlpna,,0.0,0.0,1.0,0.0,lp-n,lC+Sonorant,nvlna,nvlpna
375,164,65,592117,option_3,넓다,5,lC,high,Obstruent,nvlp,ta,nvlpta,1.0,,0.0,1.0,,lp-t,lC+Obstruent,nvlda,nvlda
376,53,45,592117,option_1,넓어,5,lC,high,Vowel,nvlp,v,nvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,nvlpv,nvlpv
377,137,16,592117,option_1,눅나,1,C,nonce,Sonorant,nuk,na,nukna,,1.0,,,,k-n,C+Sonorant,nuNna,nukna
378,34,18,592117,option_1,눅어,1,C,nonce,Vowel,nuk,v,nukv,0.0,,,,,k-v,C+Vowel,nukv,nukv
379,114,90,592117,option_2,눅다,1,C,nonce,Obstruent,nuk,ta,nukta,1.0,,,,,k-t,C+Obstruent,nukda,nukda
380,120,145,592117,option_2,늙다,5,lC,high,Obstruent,nxlk,ta,nxlkta,1.0,,0.0,0.0,,lk-t,lC+Obstruent,nxlkda,nxlda
381,82,120,592117,option_3,늙나,5,lC,high,Sonorant,nxlk,na,nxlkna,,0.0,1.0,0.0,0.0,lk-n,lC+Sonorant,nxkna,nxNna
382,45,144,592117,option_1,늙어,5,lC,high,Vowel,nxlk,v,nxlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,nxlkv,nxlkv
383,162,1,592117,option_2,덟나,1,lC,nonce,Sonorant,tvlp,na,tvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,tvlpna,tvlpna
384,80,62,592117,option_2,덟다,1,lC,nonce,Obstruent,tvlp,ta,tvlpta,1.0,,0.0,0.0,,lp-t,lC+Obstruent,tvlpda,tvlda
385,59,11,592117,option_1,덟어,1,lC,nonce,Vowel,tvlp,v,tvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,tvlpv,tvlpv
386,5,21,592117,option_1,독아,1,C,nonce,Vowel,tok,a,toka,0.0,,,,,k-a,C+Vowel,toka,tokga
387,30,12,592117,option_1,독나,1,C,nonce,Sonorant,tok,na,tokna,,1.0,,,,k-n,C+Sonorant,toNna,toNna
388,109,31,592117,option_2,독다,1,C,nonce,Obstruent,tok,ta,tokta,1.0,,,,,k-t,C+Obstruent,tokda,tokda
389,41,153,592117,option_1,둡나,1,C,nonce,Sonorant,tup,na,tupna,,1.0,,,,p-n,C+Sonorant,tumna,tupna
390,152,157,592117,option_1,둡어,1,C,nonce,Vowel,tup,v,tupv,0.0,,,,,p-v,C+Vowel,tupv,tupv
391,89,88,592117,option_2,둡다,1,C,nonce,Obstruent,tup,ta,tupta,1.0,,,,,p-t,C+Obstruent,tupda,tupda
392,127,166,592117,option_2,듥나,1,lC,nonce,Sonorant,txlk,na,txlkna,,0.0,0.0,0.0,0.0,lk-n,lC+Sonorant,txlkna,txNna
393,9,51,592117,option_3,듥다,1,lC,nonce,Obstruent,txlk,ta,txlkta,1.0,,0.0,1.0,,lk-t,lC+Obstruent,txlda,txlkda
394,117,150,592117,option_1,듥어,1,lC,nonce,Vowel,txlk,v,txlkv,0.0,,0.0,0.0,,lk-v,lC+Vowel,txlkv,txlkv
395,73,33,592117,option_1,떫어,5,lC,low,Vowel,dvlp,v,dvlpv,0.0,,0.0,0.0,,lp-v,lC+Vowel,dvlpv,dvlpv
396,105,110,592117,option_2,떫나,5,lC,low,Sonorant,dvlp,na,dvlpna,,0.0,0.0,0.0,0.0,lp-n,lC+Sonorant,dvlpna,dvlpna
397,83,60,592117,option_3,떫다,5,lC,low,Obstruent,dvlp,ta,dvlpta,1.0,,0.0,1.0,,lp-t,lC+Obstruent,dvlda,dvlda
398,165,72,592117,option_1,막나,5,C,high,Sonorant,mak,na,makna,,1.0,,,,k-n,C+Sonorant,maNna,maNna
399,16,44,592117,option_1,막아,5,C,high,Vowel,mak,a,maka,0.0,,,,,k-a,C+Vowel,maka,maka
400,147,147,592117,option_2,막다,5,C,high,Obstruent,mak,ta,makta,1.0,,,,,k-t,C+Obstruent,makda,makda
